"Concurso";"Data_Sorteio";"Arrecadacao_Total";"Ganhadores_Sena";"Cidade";"UF";"Rateio_Sena";"Ganhadores_Quina";"Rateio_Quina";"Ganhadores_Quadra";"Rateio_Quadra";"Acumulado";"Valor_Acumulado";"Estimativa_Premio";"Acumulado_Mega_da_Virada"
1;1996-03-11;0;0;NA;NA;0;17;39158.92;2016;330.21;TRUE;1714650.23;0;0
2;1996-03-18;0;1;NA;"PR";2307162.23;65;14424.02;4488;208.91;FALSE;0;0;0
3;1996-03-25;0;2;NA;"RN,SP";391192.51;62;10515.93;4261;153.01;FALSE;0;0;0
4;1996-04-01;0;0;NA;NA;0;39;15322.24;3311;180.48;TRUE;717080.75;0;0
5;1996-04-08;0;0;NA;NA;0;98;5318.1;5399;96.53;TRUE;1342488.85;0;0
6;1996-04-15;0;0;NA;NA;0;109;7214.66;7147;110.03;TRUE;2286166.33;0;0
7;1996-04-22;0;0;NA;NA;0;100;8746.05;5736;152.48;TRUE;3335692.28;0;0
8;1996-04-29;0;0;NA;NA;0;60;16084.11;5262;18.34;TRUE;4493748.19;0;0
9;1996-05-06;0;0;NA;NA;0;17;60043.79;2175;469.31;TRUE;5718641.49;0;0
10;1996-05-13;0;0;NA;NA;0;251;6638.45;12590;132.35;TRUE;13334769.81;0;0
11;1996-05-20;0;1;NA;"RJ";15591365.07;148;12706.05;9442;199.16;FALSE;0;0;0
12;1996-05-27;0;0;NA;NA;0;108;6791.17;6454;113.64;TRUE;880136.24;0;0
13;1996-06-03;0;0;NA;NA;0;43;20543.98;2934;301.09;TRUE;1940205.35;0;0
14;1996-06-10;0;0;NA;NA;0;85;10458.19;5323;1.67;TRUE;3006941.32;0;0
15;1996-06-17;0;0;NA;NA;0;57;17919.89;3931;259.84;TRUE;4232661.35;0;0
16;1996-06-24;0;0;NA;NA;0;31;33307.13;3250;31.77;TRUE;5471686.62;0;0
17;1996-07-01;0;1;NA;"SP";6789869.08;144;7628.37;9376;117.16;FALSE;0;0;0
18;1996-07-08;0;0;NA;NA;0;52;13763.52;4484;159.61;TRUE;858843.48;0;0
19;1996-07-15;0;0;NA;NA;0;159;5380.14;9250;92.48;TRUE;10506266.73;0;0
20;1996-07-22;0;0;NA;NA;0;72;15486.97;5728;194.67;TRUE;11844340.83;0;0
21;1996-07-29;0;0;NA;NA;0;63;17694.19;5030;221.62;TRUE;13182021.44;0;0
22;1996-08-05;0;0;NA;NA;0;47;27212.9;4865;26.29;TRUE;14716828.84;0;0
23;1996-08-12;0;0;NA;NA;0;74;20198.46;4897;305.23;TRUE;16510452;0;0
24;1996-08-19;0;1;NA;NA;18661679.61;227;7897.31;13486;132.93;FALSE;0;0;0
25;1996-08-25;0;0;NA;NA;0;28;26338.5;2741;269.06;TRUE;884973.5;0;0
26;1996-09-01;0;0;NA;NA;0;16;52473.74;1823;460.55;TRUE;1892469.3;0;0
27;1996-09-08;0;0;NA;NA;0;99;9306.24;6466;142.49;TRUE;2998050.68;0;0
28;1996-09-15;0;0;NA;NA;0;50;19749.22;4895;201.73;TRUE;4183003.48;0;0
29;1996-09-22;0;1;NA;"RS";5401793.6;44;23083.15;5248;193.53;FALSE;0;0;0
30;1996-09-29;0;0;NA;NA;0;80;11347.74;5885;154.26;TRUE;10127520.8;0;0
31;1996-10-06;0;0;NA;NA;0;103;8793.04;5680;159.45;TRUE;11214340.46;0;0
32;1996-10-13;0;0;NA;NA;0;96;11430.91;6876;15.96;TRUE;12531181.83;0;0
33;1996-10-20;0;1;NA;"MG";13997410.74;128;9545.76;8722;140.09;FALSE;0;0;0
34;1996-10-27;0;0;NA;NA;0;51;13604.06;2627;264.11;TRUE;832568.2;0;0
35;1996-11-03;0;0;NA;NA;0;39;20051.18;3576;218.68;TRUE;1770963.49;0;0
36;1996-11-10;0;0;NA;NA;0;143;6238.12;8548;104.36;TRUE;2841425.78;0;0
37;1996-11-17;0;0;NA;NA;0;47;16848.61;3695;214.32;TRUE;3791687.26;0;0
38;1996-11-24;0;0;NA;NA;0;24;38863.1;1999;466.59;TRUE;4910944.53;0;0
39;1996-12-01;0;0;NA;NA;0;73;13459.05;4444;221.09;TRUE;13456111.33;0;0
40;1996-12-08;0;0;NA;NA;0;189;7789.93;12117;121.51;TRUE;15222867.04;0;0
41;1996-12-15;0;1;NA;"BA";17019238.5;148;10114.7;10182;147.03;FALSE;0;0;0
42;1996-12-22;0;0;NA;NA;0;201;3684.64;9580;77.31;TRUE;888735.02;0;0
43;1996-12-29;0;0;NA;NA;0;75;9738.03;5070;144.06;TRUE;1765157.22;0;0
44;1997-01-05;0;0;NA;NA;0;103;7099.32;7742;94.45;TRUE;2642633.14;0;0
45;1997-01-12;0;0;NA;NA;0;33;27201.47;3004;298.82;TRUE;3719811.46;0;0
46;1997-01-19;0;0;NA;NA;0;91;9982.42;6263;145.04;TRUE;4809891.56;0;0
47;1997-01-26;0;0;NA;NA;0;210;4458.44;10873;85.94;TRUE;5933418.51;0;0
48;1997-02-02;0;0;NA;NA;0;132;7482.95;7454;132.25;TRUE;7118717.38;0;0
49;1997-02-09;0;1;NA;"RJ";8405156.76;155;6916.34;9830;108.85;FALSE;0;0;0
50;1997-02-16;0;0;NA;NA;0;31;25241.25;2800;278.91;TRUE;8917830.39;0;0
51;1997-02-23;0;0;NA;NA;0;143;7231.47;9361;110.25;TRUE;10158749.73;0;0
52;1997-03-02;0;0;NA;NA;0;77;15544.23;6442;185.43;TRUE;11595036.71;0;0
53;1997-03-09;0;0;NA;NA;0;210;6337.79;10941;121.41;TRUE;13192159.46;0;0
54;1997-03-16;0;2;NA;"BA,SP";7469653.99;207;7033.61;13067;11.12;FALSE;0;0;0
55;1997-03-23;0;0;NA;NA;0;66;10817.63;3840;185.56;TRUE;856756.39;0;0
56;1997-03-30;0;0;NA;NA;0;48;12142.2;2599;223.81;TRUE;1556147.46;0;0
57;1997-04-06;0;0;NA;NA;0;79;10699.1;6173;136.65;TRUE;2570421.8;0;0
58;1997-04-13;0;1;NA;"SP";3631304.91;65;13601.07;5040;175.06;FALSE;0;0;0
59;1997-04-20;0;0;NA;NA;0;90;7312.34;5351;122.75;TRUE;789733.42;0;0
60;1997-04-27;0;0;NA;NA;0;129;7111.47;7914;115.69;TRUE;9478249.26;0;0
61;1997-05-04;0;0;NA;NA;0;52;18902.94;3866;253.76;TRUE;10657792.45;0;0
62;1997-05-11;0;0;NA;NA;0;119;9968.7;8613;137.46;TRUE;12081323.45;0;0
63;1997-05-18;0;1;NA;"MG";13680019.57;82;16246.91;6359;20.91;FALSE;0;0;0
64;1997-05-25;0;0;NA;NA;0;29;23309.96;2441;276.38;TRUE;811186.58;0;0
65;1997-06-01;0;0;NA;NA;0;61;11542.37;4932;142.48;TRUE;1656088.09;0;0
66;1997-06-08;0;0;NA;NA;0;102;8054.25;7686;106.68;TRUE;2641927.81;0;0
67;1997-06-15;0;0;NA;NA;0;83;10617.25;5479;160.52;TRUE;3699406.44;0;0
68;1997-06-22;0;0;NA;NA;0;49;18496.73;4758;190.11;TRUE;4787014.46;0;0
69;1997-06-29;0;0;NA;NA;0;55;17271.48;3661;258.96;TRUE;5926931.93;0;0
70;1997-07-06;0;0;NA;NA;0;95;12899.52;6071;201.46;TRUE;14883849.29;0;0
71;1997-07-13;0;0;NA;NA;0;115;12451.74;7430;192.35;TRUE;16602188.45;0;0
72;1997-07-20;0;0;NA;NA;0;85;19676.33;7982;209.13;TRUE;18609174.26;0;0
73;1997-07-27;0;1;NA;"BA";21026575.4;95;21205.27;8222;244.52;FALSE;0;0;0
74;1997-08-03;0;0;NA;NA;0;40;18257.68;3321;219.48;TRUE;876368.71;0;0
75;1997-08-10;0;0;NA;NA;0;70;12395.02;5032;172.09;TRUE;1917550.02;0;0
76;1997-08-17;0;0;NA;NA;0;92;10247.61;6399;147.04;TRUE;3048886.14;0;0
77;1997-08-24;0;0;NA;NA;0;20;49648.81;2635;376.09;TRUE;4240457.6;0;0
78;1997-08-31;0;0;NA;NA;0;103;9907.36;5984;170.19;TRUE;5465006.39;0;0
79;1997-09-07;0;1;NA;"RS";6770601.75;247;4404.85;13375;81.18;FALSE;0;0;0
80;1997-09-14;0;0;NA;NA;0;43;26443;4284;264.89;TRUE;10953707.53;0;0
81;1997-09-21;0;0;NA;NA;0;62;19453.15;4870;247.17;TRUE;12401021.68;0;0
82;1997-09-28;0;1;NA;"BA";13877826.02;77;15982.73;5889;208.57;FALSE;0;0;0
83;1997-10-05;0;0;NA;NA;0;76;9408.43;4756;150.04;TRUE;858048.93;0;0
84;1997-10-12;0;0;NA;NA;0;102;7539.68;5546;13.84;TRUE;1780905.8;0;0
85;1997-10-19;0;0;NA;NA;0;45;17279.25;4312;179.96;TRUE;2713984.86;0;0
86;1997-10-26;0;0;NA;NA;0;48;16752.96;3752;21.39;TRUE;3678955.17;0;0
87;1997-11-02;0;0;NA;NA;0;64;12696.6;5195;156.11;TRUE;4654053.86;0;0
88;1997-11-09;0;0;NA;NA;0;110;7965.82;6805;128.51;TRUE;5705540.99;0;0
89;1997-11-16;0;0;NA;NA;0;36;24246;3847;226.45;TRUE;6752968.26;0;0
90;1997-11-23;0;1;NA;"RJ";15764300.87;74;18584.49;4763;288.17;FALSE;0;0;0
91;1997-11-30;0;0;NA;NA;0;68;9588.8;3878;167.81;TRUE;782445.93;0;0
92;1997-12-07;0;0;NA;NA;0;75;9792.64;5530;132.56;TRUE;1663783.45;0;0
93;1997-12-14;0;0;NA;NA;0;61;12369.31;3795;198.44;TRUE;2569217.31;0;0
94;1997-12-21;0;0;NA;NA;0;25;31457.49;2086;376.26;TRUE;3512942.16;0;0
95;1997-12-28;0;0;NA;NA;0;22;30807.89;2185;309.58;TRUE;4326270.55;0;0
96;1998-01-04;0;1;NA;NA;5218562.47;62;11993.17;3984;186.27;FALSE;0;0;0
97;1998-01-11;0;1;NA;NA;727932.66;56;10832.33;3441;175.94;FALSE;0;0;0
98;1998-01-18;0;0;NA;NA;0;89;6508.88;4972;116.28;TRUE;695149.05;0;0
99;1998-01-25;0;0;NA;NA;0;46;14037.92;3015;213.76;TRUE;1470041.96;0;0
100;1998-02-01;0;0;NA;NA;0;56;15930.48;3600;247.32;TRUE;8585129.47;0;0
101;1998-02-08;0;0;NA;NA;0;52;20589.41;4653;229.64;TRUE;9869908.65;0;0
102;1998-02-15;0;1;NA;NA;11336626.88;73;16743.36;6197;196.85;FALSE;0;0;0
103;1998-02-22;0;1;NA;NA;696984.24;28;20743.58;2632;220.24;FALSE;0;0;0
104;1998-03-01;0;0;NA;NA;0;37;14006.33;2588;199.85;TRUE;621880.72;0;0
105;1998-03-08;0;0;NA;NA;0;55;11824.08;4875;133.14;TRUE;1402269.88;0;0
106;1998-03-15;9795278;0;NA;NA;0;94;7678.27;5390;133.65;TRUE;2268378.66;3e+06;0
107;1998-03-22;0;0;NA;NA;0;35;21494.23;3554;211.26;TRUE;3171136.01;0;0
108;1998-03-29;0;0;NA;NA;0;35;22511.72;2453;320.57;TRUE;4116628.49;0;0
109;1998-04-04;0;0;NA;NA;0;39;21153.3;3881;212.15;TRUE;11523677.38;0;0
110;1998-04-11;0;0;NA;NA;0;35;27771.48;3212;302.01;TRUE;12690079.16;0;0
111;1998-04-18;0;0;NA;NA;0;68;18082.94;6109;200.88;TRUE;14165647.19;0;0
112;1998-04-25;0;1;NA;NA;15802579.93;137;9957.01;8340;163.25;FALSE;0;0;0
113;1998-05-02;0;0;NA;NA;0;38;14269.55;2572;21.04;TRUE;650691.4;0;0
114;1998-05-09;0;0;NA;NA;0;71;9626.08;4908;138.99;TRUE;1470833.69;0;0
115;1998-05-16;0;0;NA;NA;0;78;9283.1;5091;141.95;TRUE;2339731.79;0;0
116;1998-05-23;10384878;0;NA;NA;0;64;11956.28;5270;144.91;TRUE;3257973.62;4200000;0
117;1998-05-30;0;0;NA;NA;0;36;22046.87;3822;207.26;TRUE;4210398.41;0;0
118;1998-06-06;0;0;NA;NA;0;53;16052.88;4342;195.56;TRUE;5231361.36;0;0
119;1998-06-13;0;0;NA;NA;0;21;38921.16;2691;303.13;TRUE;13206225.91;0;0
120;1998-06-20;0;0;NA;NA;0;92;13020.97;7073;169.04;TRUE;14643740.7;0;0
121;1998-06-27;0;0;NA;NA;0;45;28917;4554;285.17;TRUE;16205258.33;0;0
122;1998-07-04;0;0;NA;NA;0;83;18210.45;7203;209.43;TRUE;18019018.95;0;0
123;1998-07-11;0;0;NA;NA;0;176;12440.56;13159;166.06;TRUE;20646465.28;0;0
124;1998-07-18;0;1;NA;NA;24536288.72;188;17242.12;14019;230.76;FALSE;0;0;0
125;1998-07-25;0;0;NA;NA;0;46;15425.68;2784;254.38;TRUE;851497.47;0;0
126;1998-08-01;0;0;NA;NA;0;83;10052.56;5510;151.13;TRUE;1852731.83;0;0
127;1998-08-08;0;0;NA;NA;0;40;23638.47;2613;361.14;TRUE;2987378.17;0;0
128;1998-08-15;0;0;NA;NA;0;973;1024.41;11715;84.91;TRUE;4183483.5;0;0
129;1998-08-22;0;0;NA;NA;0;67;15634.41;5320;196.51;TRUE;5440490;0;0
130;1998-08-29;0;0;NA;NA;0;155;11796.24;11403;160.03;TRUE;18814958.31;0;0
131;1998-09-05;0;0;NA;NA;0;361;6811.67;21683;113.19;TRUE;21765774.49;0;0
132;1998-09-12;0;0;NA;NA;0;143;20846.64;12179;244.29;TRUE;25343057.89;0;0
133;1998-09-19;0;1;NA;NA;30533241.12;431;10035.16;29264;147.51;FALSE;0;0;0
134;1998-09-26;0;0;NA;NA;0;82;10253.38;4575;183.42;TRUE;1008932.39;0;0
135;1998-10-03;0;0;NA;NA;0;40;24573.18;3604;272.19;TRUE;2188444.72;0;0
136;1998-10-10;0;0;NA;NA;0;126;8435.36;7403;143.29;TRUE;3463871.17;0;0
137;1998-10-17;0;0;NA;NA;0;88;12675.49;6701;166.13;TRUE;4802402.93;0;0
138;1998-10-24;0;0;NA;NA;0;86;14074.36;6953;173.74;TRUE;6254876.8;0;0
139;1998-10-31;0;2;NA;NA;3902486.14;179;7216.46;9401;137.14;FALSE;0;0;0
140;1998-11-07;0;0;NA;NA;0;45;36581.33;4945;332.24;TRUE;16453628.31;0;0
141;1998-11-14;0;0;NA;NA;0;119;20106.1;10533;22.67;TRUE;19324778.9;0;0
142;1998-11-21;0;0;NA;NA;0;162;18143.56;13991;209.66;TRUE;22851887.24;0;0
143;1998-11-28;0;0;NA;NA;0;144;24792.99;10994;32.41;TRUE;27136115.88;0;0
144;1998-12-05;0;1;NA;NA;33597755.21;257;20952.14;23952;224.38;FALSE;0;0;0
145;1998-12-12;0;0;NA;NA;0;71;15061.27;3389;314.91;TRUE;1283220.59;0;0
146;1998-12-19;0;0;NA;NA;0;51;23923.45;4079;298.52;TRUE;2747335.81;0;0
147;1998-12-24;0;1;NA;NA;3805750.38;75;11760.17;5418;162.48;FALSE;0;0;0
148;1998-12-31;0;0;NA;NA;0;15;53660.04;2322;345.95;TRUE;965880.61;0;0
149;1999-01-09;0;0;NA;NA;0;106;9795.13;6290;164.74;TRUE;2211820.94;0;0
150;1999-01-16;0;0;NA;NA;0;56;36378.71;5540;3.67;TRUE;21414530.14;0;0
151;1999-01-23;0;1;NA;NA;24091811.02;152;14678.07;9869;225.62;FALSE;0;0;0
152;1999-01-30;0;0;NA;NA;0;75;11562.39;5041;172.03;TRUE;1040614.8;0;0
153;1999-02-06;0;0;NA;NA;0;47;22846.45;4218;254.57;TRUE;2329154.62;0;0
154;1999-02-13;0;0;NA;NA;0;144;7888.29;9252;122.78;TRUE;3692251.6;0;0
155;1999-02-20;0;1;NA;NA;4988808.21;67;16126.32;4974;217.22;FALSE;0;0;0
156;1999-02-27;0;0;NA;NA;0;74;11018.1;4455;183.02;TRUE;978407.41;0;0
157;1999-03-06;0;1;NA;NA;2140030.92;134;7224.03;8894;108.84;FALSE;0;0;0
158;1999-03-13;0;0;NA;NA;0;31;25856.53;3630;220.81;TRUE;961863.12;0;0
159;1999-03-20;0;1;NA;"PR";2038170.67;57;15735.49;4124;217.49;FALSE;0;0;0
160;1999-03-27;0;0;NA;NA;0;74;19431.89;6132;23.45;TRUE;11251511.63;0;0
161;1999-04-03;0;0;NA;NA;0;95;14430.61;6865;199.69;TRUE;12896601.04;0;0
162;1999-04-10;0;0;NA;NA;0;92;20941.3;7244;265.96;TRUE;15208520.83;0;0
163;1999-04-17;0;2;NA;NA;8975833.36;146;15657.23;10793;21.18;FALSE;0;0;0
164;1999-04-24;0;0;NA;NA;0;111;7595.63;8386;100.54;TRUE;1011737.9;0;0
165;1999-05-01;0;2;NA;NA;1044444.54;75;11968.35;5378;166.91;FALSE;0;0;0
166;1999-05-08;0;0;NA;NA;0;47;17424.67;3371;242.95;TRUE;982751.54;0;0
167;1999-05-15;0;1;NA;NA;2100980.21;82;11364.11;4997;186.48;FALSE;0;0;0
168;1999-05-22;0;0;NA;NA;0;48;15743.7;3528;21.42;TRUE;906836.93;0;0
169;1999-05-29;0;0;NA;NA;0;65;13679.08;4489;198.07;TRUE;1973804.91;0;0
170;1999-06-05;0;0;NA;NA;0;50;32383.95;6257;258.78;TRUE;13643095.71;0;0
171;1999-06-12;0;1;NA;NA;16052410.83;134;14983.3;10378;193.46;FALSE;0;0;0
172;1999-06-19;0;0;NA;NA;0;64;13460.12;4592;186.89;TRUE;1033736.7;0;0
173;1999-06-26;0;1;NA;NA;2148316.42;40;23220.41;3610;256.32;FALSE;0;0;0
174;1999-07-03;0;0;NA;NA;0;44;17846.85;3217;243.18;TRUE;942313.58;0;0
175;1999-07-10;0;0;NA;NA;0;114;8094.08;7058;130.25;TRUE;2049582.99;0;0
176;1999-07-17;0;0;NA;NA;0;62;16696.39;5405;19.08;TRUE;3291794.61;0;0
177;1999-07-24;0;0;NA;NA;0;52;21716.29;4408;255.21;TRUE;4646890.81;0;0
178;1999-07-31;0;1;NA;NA;6129539.43;198;6240.11;13086;94.07;FALSE;0;0;0
179;1999-08-07;0;0;NA;NA;0;78;10281.59;5646;141.51;TRUE;962357.04;0;0
180;1999-08-14;0;0;NA;NA;0;111;15907.98;6978;252.09;TRUE;12143009.93;0;0
181;1999-08-21;0;0;NA;NA;0;182;11127.07;11797;171.02;TRUE;14573162.71;0;0
182;1999-08-28;0;0;NA;NA;0;239;9954.78;17413;136.13;TRUE;17428194.22;0;0
183;1999-09-04;0;0;NA;NA;0;306;9468.79;20677;13.96;TRUE;20905131.4;0;0
184;1999-09-11;0;0;NA;NA;0;217;14699.97;15462;205.53;TRUE;24733003.15;0;0
185;1999-09-18;0;0;NA;NA;0;366;12275.86;24849;180.13;TRUE;30124561.09;0;0
186;1999-09-25;0;0;NA;NA;0;352;17072.24;31164;19.21;TRUE;37335874.86;0;0
187;1999-10-02;0;0;NA;NA;0;397;23058.35;39365;231.66;TRUE;48320873.6;0;0
188;1999-10-10;0;1;NA;NA;64905517.65;1200;11517.11;90235;152.58;FALSE;0;0;0
189;1999-10-16;0;0;NA;NA;0;61;23476.18;5485;260.09;TRUE;1718456.25;0;0
190;1999-10-24;0;0;NA;NA;0;304;14923.96;21481;210.41;TRUE;44895988.05;0;0
191;1999-10-31;0;1;NA;NA;50968412.58;383;13212.41;30477;165.41;FALSE;0;0;0
192;1999-11-06;0;0;NA;NA;0;53;23005.08;4403;275.87;TRUE;1463122.78;0;0
193;1999-11-13;0;0;NA;NA;0;190;7199.87;11415;119.39;TRUE;3104692.58;0;0
194;1999-11-20;0;0;NA;NA;0;106;12862.4;7456;182.18;TRUE;4740789.92;0;0
195;1999-11-27;0;1;NA;"AM";6370250.64;339;4005.56;13819;97.89;FALSE;0;0;0
196;1999-12-04;0;0;NA;NA;0;182;5309.16;10493;91.75;TRUE;1159520.95;0;0
197;1999-12-11;0;0;NA;NA;0;128;8259.15;8720;120.78;TRUE;2428125.98;0;0
198;1999-12-18;0;0;NA;NA;0;125;8881.02;7134;155.02;TRUE;3760278.08;0;0
199;1999-12-24;0;1;NA;"SP";4915593.2;34;28316.55;3143;305.16;FALSE;0;0;0
200;1999-12-31;0;2;NA;NA;8829389.2;186;11008.48;13027;156.59;FALSE;0;0;0
201;2000-01-08;0;1;NA;"RN";1038373.94;77;11237.81;4502;191.48;FALSE;0;0;0
202;2000-01-15;0;0;NA;NA;0;65;12412.65;4279;187.85;TRUE;968186.82;0;0
203;2000-01-22;0;0;NA;NA;0;63;14099.33;5417;163.36;TRUE;2034096.14;0;0
204;2000-01-29;0;0;NA;NA;0;32;30221.85;2400;401.43;TRUE;3194615.19;0;0
205;2000-02-05;0;1;NA;"RJ";4490339.49;71;15208.03;6014;178.86;FALSE;0;0;0
206;2000-02-12;0;0;NA;NA;0;43;17769.34;3478;218.86;TRUE;916897.74;0;0
207;2000-02-19;0;0;NA;NA;0;90;9663.76;6510;13.31;TRUE;1960583.04;0;0
208;2000-02-26;0;0;NA;NA;0;72;12679.18;5232;173.83;TRUE;3056064.34;0;0
209;2000-03-04;0;0;NA;NA;0;81;12349.82;5496;181.32;TRUE;4256466.94;0;0
210;2000-03-11;0;0;NA;NA;0;29;46721.17;3921;344.24;TRUE;14043878.83;0;0
211;2000-03-18;0;0;NA;NA;0;164;10880.27;16680;106.58;TRUE;16185115.03;0;0
212;2000-03-25;0;0;NA;NA;0;147;13318.79;9880;197.42;TRUE;18534548.53;0;0
213;2000-04-01;0;3;NA;"PR,RS,SC";7089194.54;312;7299.77;18348;123.66;FALSE;0;0;0
214;2000-04-08;0;0;NA;NA;0;54;15578.04;3769;222.35;TRUE;1009456.63;0;0
215;2000-04-15;0;0;NA;NA;0;78;12078.4;4942;189.92;TRUE;2139994.41;0;0
216;2000-04-22;0;4;NA;"BA,MG,RJ,SP";801057.55;91;9745.75;5049;1.75;FALSE;0;0;0
217;2000-04-29;0;0;NA;NA;0;159;4599.62;5820;125.19;TRUE;877607.32;0;0
218;2000-05-06;0;1;NA;"PR";1878255.09;95;8777.61;4679;177.55;FALSE;0;0;0
219;2000-05-13;0;0;NA;NA;0;80;9221.78;5139;143.02;TRUE;885291.29;0;0
220;2000-05-20;0;1;NA;"SP";12636751.12;125;12488.05;8067;192.78;FALSE;0;0;0
221;2000-05-27;0;0;NA;NA;0;49;14565.66;3793;187.45;TRUE;856460.89;0;0
222;2000-06-03;0;0;NA;NA;0;55;15243.16;4462;187.18;TRUE;1862509.6;0;0
223;2000-06-10;0;0;NA;NA;0;163;5838.31;7780;121.86;TRUE;3004483.21;0;0
224;2000-06-17;0;0;NA;NA;0;119;8706.35;7185;143.77;TRUE;4247750.04;0;0
225;2000-06-24;0;0;NA;NA;0;83;12542.39;5517;188.14;TRUE;5496971.76;0;0
226;2000-07-01;0;1;NA;"SP";6916920.13;78;15170.39;4123;286.14;FALSE;0;0;0
227;2000-07-08;0;0;NA;NA;0;51;14471.45;3648;201.72;TRUE;885652.57;0;0
228;2000-07-15;0;0;NA;NA;0;64;13240.28;4497;187.87;TRUE;1902506.15;0;0
229;2000-07-22;0;1;NA;"AM";2992781.57;121;7508.79;7685;117.88;FALSE;0;0;0
230;2000-07-29;0;0;NA;NA;0;94;15000.56;5820;241.56;TRUE;9547336;0;0
231;2000-08-05;0;0;NA;NA;0;125;12896.11;9458;169.93;TRUE;11481752.44;0;0
232;2000-08-12;0;0;NA;NA;0;124;14598.36;8807;204.93;TRUE;13653988.77;0;0
233;2000-08-19;0;5;NA;"DF,SP,SP,SP,SP";3196547.03;512;3790.28;21452;9.02;FALSE;0;0;0
234;2000-08-26;0;0;NA;NA;0;39;19369.91;3505;214.89;TRUE;906511.63;0;0
235;2000-09-02;0;0;NA;NA;0;52;16604.49;3086;278.96;TRUE;1942631.63;0;0
236;2000-09-09;0;0;NA;NA;0;76;12197.95;4703;196.53;TRUE;3055084.91;0;0
237;2000-09-16;0;0;NA;NA;0;54;19896.75;4145;258.44;TRUE;4344394.18;0;0
238;2000-09-23;0;4;NA;"BA,SP,SP,SP";1429476.11;188;6088.25;10483;108.86;FALSE;0;0;0
239;2000-09-30;0;1;NA;"BA";866183.32;30;24060.65;3826;18.81;FALSE;0;0;0
240;2000-10-07;0;0;NA;NA;0;103;15200.74;6244;2.5;TRUE;11686511.34;0;0
241;2000-10-14;0;0;NA;NA;0;74;22811.94;5485;306.85;TRUE;13712211.55;0;0
242;2000-10-21;0;0;NA;NA;0;203;9933.73;13497;148.97;TRUE;16132069.11;0;0
243;2000-10-28;0;0;NA;NA;0;180;12019.97;13705;15.74;TRUE;18728383.13;0;0
244;2000-11-04;0;0;NA;NA;0;204;13698.02;14735;189.08;TRUE;22081659.67;0;0
245;2000-11-11;0;3;NA;"GO,MG,SC";9153484.88;283;15838.62;21593;206.96;FALSE;0;0;0
246;2000-11-18;0;0;NA;NA;0;93;9292.06;5429;158.71;TRUE;1036993.8;0;0
247;2000-11-25;0;0;NA;NA;0;80;12080.19;6425;149.96;TRUE;2196692.29;0;0
248;2000-12-02;0;0;NA;NA;0;50;21550.72;4862;220.96;TRUE;3489735.08;0;0
249;2000-12-09;0;0;NA;NA;0;60;19680.2;4247;277.21;TRUE;4906709.76;0;0
250;2000-12-16;0;0;NA;NA;0;203;10867.31;15545;14.15;TRUE;22593628.59;0;0
251;2000-12-23;0;0;NA;NA;0;180;15473.98;12813;216.73;TRUE;25936007.67;0;0
252;2000-12-30;0;2;NA;"DF,SP";15107002.24;354;10070.62;22122;160.67;FALSE;0;0;0
253;2001-01-06;0;0;NA;NA;0;126;6985.77;7260;120.88;TRUE;1056248.75;0;0
254;2001-01-13;0;0;NA;NA;0;66;16400.47;6381;169.14;TRUE;2355166.17;0;0
255;2001-01-20;0;0;NA;NA;0;80;14363.63;6812;168.19;TRUE;3734074.48;0;0
256;2001-01-27;0;0;NA;NA;0;91;13336.96;6319;191.49;TRUE;5190470.09;0;0
257;2001-02-03;0;1;NA;"RJ";6808483.96;175;7704.83;11706;114.84;FALSE;0;0;0
258;2001-02-10;0;0;NA;NA;0;53;15960.68;3615;23.33;TRUE;1015099.19;0;0
259;2001-02-17;0;0;NA;NA;0;65;15136.22;5581;175.77;TRUE;2195724.03;0;0
260;2001-02-24;0;0;NA;NA;0;120;16065.94;8956;214.63;TRUE;17357124.85;0;0
261;2001-03-03;0;0;NA;NA;0;91;22350.19;7281;278.51;TRUE;19797765.32;0;0
262;2001-03-10;0;0;NA;NA;0;108;24643.78;8838;300.24;TRUE;22991600.18;0;0
263;2001-03-17;0;0;NA;NA;0;136;24937.18;12752;265.17;TRUE;27061348.12;0;0
264;2001-03-24;0;2;NA;"CE,SP";16055880.73;979;4298.96;50364;83.25;FALSE;0;0;0
265;2001-03-31;0;0;NA;NA;0;64;14676.59;3855;242.74;TRUE;1127161.81;0;0
266;2001-04-07;0;0;NA;NA;0;89;12318.14;6687;163.33;TRUE;2442739.49;0;0
267;2001-04-14;0;0;NA;NA;0;46;23142.59;4076;260.19;TRUE;3720210.04;0;0
268;2001-04-21;0;0;NA;NA;0;111;10348.29;10133;112.93;TRUE;5098601.74;0;0
269;2001-04-28;0;0;NA;NA;0;110;12115.7;8717;152.31;TRUE;6697873.66;0;0
270;2001-05-05;0;1;NA;"SP";25186260.21;228;9665.14;16867;130.16;FALSE;0;0;0
271;2001-05-12;0;0;NA;NA;0;43;19939.25;4385;194.79;TRUE;1028865.23;0;0
272;2001-05-19;0;0;NA;NA;0;70;14013.37;5491;177.97;TRUE;2205988.15;0;0
273;2001-05-26;0;1;NA;"PE";3456480.23;92;11326.92;7241;143.38;FALSE;0;0;0
274;2001-06-02;0;0;NA;NA;0;142;5488.22;7420;104.64;TRUE;935192.94;0;0
275;2001-06-09;0;0;NA;NA;0;41;22897.52;3737;250.27;TRUE;2061751.1;0;0
